"","weeks","immuno","severe_inf_ve","severe_vacc_ve","severe_hybrid_ve","nonsevere_inf_ve","nonsevere_vacc_ve","nonsevere_hybrid_ve"
"94",47,1,0.722977622817992,0.390678884512149,0.818675402552298,0.307522396628245,0.114232590249046,0.396584745889213
"95",48,0,0.871783779412419,0.534161935098085,0.95834704724968,0.450904680031463,0.259736904690336,0.542042168229032
"96",48,1,0.721783779412419,0.384161935098084,0.81643450409663,0.300904680031463,0.109736904690336,0.392042168229032
"97",49,0,0.870603677906366,0.527689750444537,0.958025223394342,0.444345177409794,0.255307295692467,0.53754914947335
"98",49,1,0.720603677906366,0.377689750444537,0.814197835592271,0.294345177409794,0.105307295692467,0.38754914947335
"99",5,0,0.95306635821628,0.897453889990212,0.982094329161102,0.850744582819214,0.615253152771228,0.84306387986131
"100",5,1,0.80306635821628,0.747453889990212,0.922520105915993,0.700744582819214,0.465253152771228,0.69306387986131
"101",50,0,0.869436884422637,0.521261118683988,0.957707489937031,0.437842203973245,0.250941472758272,0.533104153758494
"102",50,1,0.719436884422637,0.371261118683988,0.811965257485938,0.287842203973245,0.100941472758272,0.383104153758494
"103",51,0,0.86828298714221,0.514874884266179,0.957393714611398,0.431394156282815,0.246637268709433,0.52870572243519
"104",51,1,0.718282987142209,0.364874884266179,0.809736637511284,0.281394156282815,0.096637268709433,0.37870572243519
"105",52,0,0.867141594774359,0.508529944291035,0.957083771922896,0.424999506810064,0.242392630774349,0.524352468755659
"106",52,1,0.717141594774358,0.358529944291035,0.807511850173759,0.274999506810064,0.092392630774349,0.374352468755659
"107",53,0,0.866012335160143,0.502225245146124,0.956777542679211,0.418656798957791,0.238205612478065,0.520043073020994
"108",53,1,0.716012335160142,0.352225245146124,0.805290776281052,0.268656798957791,0.088205612478065,0.370043073020994
"109",54,0,0.864894853995329,0.495959779418094,0.956474913561469,0.412364642494802,0.23407436624838,0.515776278141019
"110",54,1,0.714894853995329,0.345959779418094,0.803073302514288,0.262364642494802,0.08407436624838,0.365776278141019
"111",55,0,0.863788813660529,0.489732583051137,0.956175776731963,0.406121709363331,0.229997136662883,0.51155088556463
"112",55,1,0.713788813660529,0.339732583051137,0.80085932103576,0.256121709363331,0.079997136662883,0.36155088556463
"113",56,0,0.862693892147774,0.483542732728568,0.955880029474705,0.399926729822484,0.22597225427078,0.507365751543553
"114",56,1,0.712693892147775,0.333542732728568,0.79864872912948,0.249926729822484,0.07597225427078,0.357365751543553
"115",57,0,0.861609782074003,0.477389343456371,0.955587573865522,0.39377848889528,0.221998129931244,0.503219783696752
"116",57,1,0.711609782074003,0.327389343456371,0.796441428871276,0.24377848889528,0.071998129931244,0.353219783696752
"117",58,0,0.860536189773021,0.471271566329853,0.955298316468779,0.387675823090499,0.218073249616858,0.499111937846475
"118",58,1,0.71053618977302,0.321271566329853,0.794237326825511,0.237675823090499,0.0680732496168575,0.349111937846475
"119",59,0,0.859472834458469,0.465188586466621,0.95501216805818,0.381617617373713,0.214196169636618,0.495041215100157
"120",59,1,0.709472834458468,0.315188586466622,0.79203633376589,0.231617617373713,0.064196169636618,0.345041215100157
"121",6,0,0.9491059101379,0.884147433851446,0.980833323750169,0.834219742431294,0.594411693371668,0.82891379151982
"122",6,1,0.7991059101379,0.734147433851446,0.919344255856038,0.684219742431294,0.444411693371668,0.67891379151982
"123",60,0,0.858419447451126,0.4591396210909,0.954729043359342,0.37560280236469,0.210365512238131,0.491006659155253
"124",60,1,0.708419447451125,0.3091396210909,0.78983836441803,0.22560280236469,0.060365512238131,0.341006659155253
"125",61,0,0.857375771464622,0.453123917755767,0.954448860812132,0.369630351740747,0.206579961553112,0.487007353806548
"126",61,1,0.707375771464622,0.303123917755767,0.787643337221797,0.219630351740747,0.056579961553112,0.337007353806548
"127",62,0,0.856341559944267,0.447140752691297,0.954171542350926,0.363699279827819,0.202838259854221,0.483042420637681
"128",62,1,0.706341559944268,0.297140752691297,0.78545117411157,0.213699279827819,0.052838259854221,0.333042420637681
"129",63,0,0.855316576454251,0.441189429267804,0.953897013201204,0.357808639362864,0.199139204094738,0.479111016880516
"130",63,1,0.705316576454251,0.291189429267804,0.783261800312827,0.207808639362864,0.049139204094738,0.329111016880516
"131",64,0,0.854300594108969,0.435269276564462,0.953625201690995,0.351957519412906,0.19548164270555,0.475212333427716
"132",64,1,0.70430059410897,0.285269276564462,0.781075144153597,0.201957519412906,0.04548164270555,0.325212333427716
"133",65,0,0.853293395044663,0.429379648034567,0.953356039075904,0.346145043437469,0.191864472626637,0.471345592985312
"134",65,1,0.703293395044663,0.279379648034567,0.778891136889483,0.196145043437469,0.041864472626637,0.321345592985312
"135",66,0,0.852294769927934,0.423519920259505,0.95308945937652,0.340370367482486,0.18828663655255,0.467510048353444
"136",66,1,0.702294769927934,0.273519920259505,0.776709712541077,0.190370367482486,0.03828663655255,0.317510048353444
"137",67,0,0.851304517498056,0.417689491784309,0.952825399227186,0.334632678494906,0.184747120373463,0.463704980824549
"138",67,1,0.701304517498055,0.267689491784309,0.774530807742722,0.184632678494906,0.034747120373463,0.313704980824549
"139",68,0,0.850322444140269,0.411887782028301,0.952563797735154,0.328931192748254,0.18124495079522,0.459929698689374
"140",68,1,0.700322444140268,0.261887782028301,0.772354361601667,0.178931192748254,0.03124495079522,0.309929698689374
"141",69,0,0.849348363487564,0.406114230264955,0.952304596349282,0.323265154370324,0.177779193123415,0.45618353584206
"142",69,1,0.699348363487563,0.256114230264955,0.770180315566773,0.173265154370324,0.027779193123415,0.30618353584206
"143",7,0,0.945497774309508,0.87155858606775,0.979698121372586,0.818828721221254,0.575912125482448,0.815959199977067
"144",7,1,0.795497774309508,0.72155858606775,0.916294208829433,0.668828721221254,0.425912125482448,0.665959199977067
"145",70,0,0.848382096048647,0.400368294665658,0.952047738737505,0.317633833964991,0.174348949197999,0.452465850476401
"146",70,1,0.698382096048646,0.250368294665658,0.768008613305974,0.167633833964991,0.024348949197999,0.302465850476401
"147",71,0,0.847423468860028,0.394649451402489,0.951793170672355,0.312036527320885,0.170953355466193,0.448776023866113
"148",71,1,0.697423468860028,0.244649451402489,0.765839200591804,0.162036527320885,0.020953355466193,0.298776023866113
"149",72,0,0.846472315160347,0.388957193805617,0.951540839923928,0.306472554200293,0.167591581182638,0.445113459222576
"150",72,1,0.696472315160346,0.238957193805617,0.763672025194353,0.156472554200293,0.017591581182638,0.295113459222576
"151",73,0,0.845528474085234,0.383291031571269,0.951290696159678,0.300941257202276,0.164262826726738,0.441477580624149
"152",73,1,0.695528474085235,0.233291031571269,0.761507036781082,0.150941257202276,0.014262826726738,0.291477580624149
"153",74,0,0.844591790381136,0.377650490016586,0.951042690850559,0.295442000694486,0.160966322028071,0.437867832011631
"154",74,1,0.694591790381136,0.227650490016586,0.759344186822941,0.145442000694486,0.010966322028071,0.287867832011631
"155",75,0,0.843662114136702,0.372035109377999,0.950796777182993,0.289974169808682,0.157701325091563,0.434283676244969
"156",75,1,0.693662114136703,0.222035109377999,0.757183428506353,0.139974169808682,0.00770132509156302,0.284283676244969
"157",76,0,0.842739300530428,0.366444444150036,0.950552909976252,0.284537169495326,0.154467120614875,0.430724594216704
"158",76,1,0.692739300530427,0.216444444150035,0.755024716650591,0.134537169495326,0.004467120614875,0.280724594216704
"159",77,0,0.841823209593364,0.360878062461723,0.95031104560486,0.279130423633079,0.151263018691092,0.427190084018034
"160",77,1,0.691823209593364,0.210878062461723,0.752868007630176,0.129130423633079,0.00126301869109199,0.277190084018034
"161",78,0,0.840913705985832,0.355335545488006,0.950071141925619,0.273753374189316,0.148088353590423,0.423679660153755
"162",78,1,0.690913705985833,0.205335545488007,0.750713259301914,0.123753374189316,0,0.273679660153755
"163",79,0,0.840010658787121,0.349816486893768,0.949833158208967,0.26840548042814,0.144942482615155,0.420192852802595
"164",79,1,0.690010658787122,0.199816486893768,0.74856043093624,0.11840548042814,0,0.270192852802595
"165",8,0,0.942166142300166,0.859553118514022,0.978660558576293,0.804346084477013,0.559206395328994,0.803947163030688
"166",8,1,0.792166142300166,0.709553118514022,0.913341801384118,0.654346084477013,0.409206395328994,0.653947163030688
"167",80,0,0.839113941297277,0.344320492308272,0.949597055074324,0.263086218162629,0.141824785022578,0.416729207119807
"168",80,1,0.689113941297278,0.194320492308272,0.746409483152575,0.113086218162629,0,0.266729207119807
"169",81,0,0.83822343085014,0.338847178828007,0.94936279442918,0.257795079048334,0.138734661011071,0.413288282579093
"170",81,1,0.68822343085014,0.188847178828007,0.744260377858408,0.107795079048334,0,0.263288282579093
"171",82,0,0.837339008636864,0.333396174546054,0.94913033941163,0.252531569915266,0.135671530764884,0.409869652351179
"172",82,1,0.687339008636864,0.183396174546054,0.742113078191837,0.102531569915267,0,0.259869652351179
"173",83,0,0.836460559539209,0.327967118106271,0.948899654336155,0.247295212135836,0.132634833553579,0.406472902716606
"174",83,1,0.686460559539209,0.177967118106271,0.73996754846734,0.0972952121358358,0,0.256472902716606
"175",84,0,0.83558797197195,0.322559658280684,0.948670704642411,0.242085541026399,0.129624026882358,0.403097632510423
"176",84,1,0.68558797197195,0.172559658280683,0.737823754124574,0.0920855410263985,0,0.253097632510423
